68bfb713-8eda-4442-9c42-6e6fb4c45533,ORCL,16636,2015-07-21 01:12:45+0000,78.00075682336667,241
e9e5b7a9-8c98-44ee-b84c-d22ab8ffb4f9,ORCL,16636,2015-07-21 01:03:45+0000,81.84497155883129,67
ae9d4f09-7215-47cc-b7e8-6c4d085316bf,ORCL,16636,2015-07-21 00:52:45+0000,80.25094920340095,520
578d5161-3418-42c8-bfe5-6a68b8010f22,ORCL,16636,2015-07-21 00:30:45+0000,78.5511868276254,539
85a0becd-b8a6-4e96-b629-825ae9d0255c,ORCL,16636,2015-07-21 00:07:45+0000,78.49086756460744,752
d2486351-2e92-47f3-a795-f7b71959fdc9,ORCL,16636,2015-07-20 23:43:45+0000,80.34234258998241,903
c2632bee-6424-4dc9-8a2f-3b0a95b377a4,ORCL,16636,2015-07-20 23:31:45+0000,83.84228187948294,967
a3796694-3aeb-4751-a802-188e8ee15e83,ORCL,16636,2015-07-20 23:22:45+0000,86.7018507016092,664
655a1893-0c5a-4a83-90ee-770f5e77ee85,ORCL,16636,2015-07-20 22:57:45+0000,82.85885440085113,517
c45c454a-f4e0-424f-a9f5-cc20bb15437c,ORCL,16636,2015-07-20 22:50:45+0000,83.27618105982629,867
f673c452-2ed0-4b0d-bd1c-fd5f7428653b,ORCL,16636,2015-07-20 22:37:45+0000,80.0998835849398,373
02961500-750f-4ab8-a5ac-02119b304d42,ORCL,16636,2015-07-20 22:19:45+0000,78.7049313748633,760
1205c841-df18-478e-a59a-2b2be8492aeb,ORCL,16636,2015-07-20 22:04:45+0000,78.3816172722309,84
f6e17553-4c95-4592-b167-dda6655bedea,ORCL,16636,2015-07-20 21:46:45+0000,76.51906305207795,717
4813c4d9-3996-4c08-9e82-adc37d0604a0,ORCL,16636,2015-07-20 21:20:45+0000,73.043375279264,288
6514626e-883e-4718-beb9-dec3c080a814,ORCL,16636,2015-07-20 21:13:45+0000,73.8833967867347,860
7feb88a7-943d-488a-bff0-1dee1ef7a366,ORCL,16636,2015-07-20 20:51:45+0000,70.73839518642771,191
dc50f966-b67e-4a0e-91c7-37b7932f32d2,ORCL,16636,2015-07-20 20:49:45+0000,69.10290950783629,646
c114a3c5-301d-436d-991b-674e5b61bea6,ORCL,16636,2015-07-20 20:22:45+0000,69.03116589975953,577
